Arrangement,DRRMH-H-07 1/7,Description,Serial Number,Inventory Item Number,PAR/ICS Number,UPM Property Number,DOST Property Number,DOST-UPM PTR Number,UPS-UPM PTR Number,Specific Location,Remarks
670,NICER Project: Simulation-based Learning Laboratory,"Paper Cutter - Acura Size 15""x12""",,,NIH-IHPDS2018-02 82,2107,,,,IT Room,
671,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  1/12,,,,Gold Room,
672,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  1/6 ,,,,Stock Room,
673,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  1/4 ,,,,Oliver's Cubicle,
674,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  1/3 ,,,,Cubicle 3,
675,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  5/12,,,,Silver Room,
676,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  1/2 ,,,,Silver Room,
677,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  7/12,,,,Gold Room,
678,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  2/3 ,,,,Gold Room,
679,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  3/4 ,,,,Cubicle 2,
680,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085  5/6 ,,,,Silver Room,
681,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2085 11/12,,,,Silver Room,
682,NICER Project: Simulation-based Learning Laboratory,Ergodynamic High back mesh executive office chair (Brand: Ofix),,,NIH-IHPD5-2019-02 59,2086      ,,,,Stock Room,
683,NICER Project: Simulation-based Learning Laboratory,TPLINK 24 port gigabit switch,,,NICE2019-0221,2028 1/2,,,,IT Room,
684,NICER Project: Simulation-based Learning Laboratory,TPLINK 24 port gigabit switch,,,NICE2019-0221,2029    ,,,,IT Room,
685,NICER Project: Simulation-based Learning Laboratory,Lateral Filing Cabinet,,,NICE-2019-0238,2055 1/2,DOST GIA-23-2394,PTR-10-226-23,,IT Room,
686,NICER Project: Simulation-based Learning Laboratory,Lateral Filing Cabinet,,,NICE-2019-0238,2056    ,DOST GIA-23-2394.1,PTR-10-226-23,,Hallway,
687,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 1/8,,,,IT Room,
688,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 2/8,,,,IT Room,
689,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 3/8,,,,IT Room,
690,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 4/8,,,,IT Room,
691,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 5/8,,,,IT Room,
692,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 6/8,,,,IT Room,
693,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 7/8,,,,IT Room,
694,NICER Project: Simulation-based Learning Laboratory,Extreme 3D Pro Joystick,,,NIH2020-44,NIH-50 8/8,,,,IT Room,
695,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 1/14,,,,IT Room,
696,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 2/14,,,,IT Room,
697,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 3/14,,,,IT Room,
698,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 4/14,,,,IT Room,
699,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 5/14,,,,IT Room,
700,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 6/14,,,,IT Room,
701,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 7/14,,,,IT Room,
702,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 8/14,,,,IT Room,
703,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 9/14,,,,IT Room,
704,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 10/14,,,,IT Room,
705,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 11/14,,,,IT Room,
706,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 12/14,,,,IT Room,
707,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 13/14,,,,IT Room,
708,NICER Project: Simulation-based Learning Laboratory,Cooler Master Fan MF 120L,,,NIH2020-51,NIH-58 A 14/14,,,,IT Room,
709,NICER Project: Simulation-based Learning Laboratory,HDMI to DVI Cable,,,NIH2020-51,NIH-58 B 1/6,,,,IT Room,
710,NICER Project: Simulation-based Learning Laboratory,HDMI to DVI Cable,,,NIH2020-51,NIH-58 B 2/6,,,,IT Room,
711,NICER Project: Simulation-based Learning Laboratory,HDMI to DVI Cable,,,NIH2020-51,NIH-58 B 3/6,,,,IT Room,
712,NICER Project: Simulation-based Learning Laboratory,HDMI to DVI Cable,,,NIH2020-51,NIH-58 B 4/6,,,,IT Room,
713,NICER Project: Simulation-based Learning Laboratory,HDMI to DVI Cable,,,NIH2020-51,NIH-58 B 5/6,,,,IT Room,
714,NICER Project: Simulation-based Learning Laboratory,HDMI to DVI Cable,,,NIH2020-51,NIH-58 B 6/6,,,,DOST,
715,NICER Project: Simulation-based Learning Laboratory,AD-Link UTP Cable Cat6,,,NIH2020-51,NIH-58 C,,,,IT Room,
716,NICER Project: Simulation-based Learning Laboratory,Sandisk 120gb SSD Plus,,,2049-0147,1942 1/7,,,,Cubicle 1,
717,NICER Project: Simulation-based Learning Laboratory,Sandisk 120gb SSD Plus,,,2049-0147,1942 2/7,,,,Hallway,
718,NICER Project: Simulation-based Learning Laboratory,Sandisk 120gb SSD Plus,,,2049-0147,1942 3/7,,,,Cubicle 3,
719,NICER Project: Simulation-based Learning Laboratory,Sandisk 120gb SSD Plus,,,2049-0147,1942 4/7,,,,Cubicle 1,
720,NICER Project: Simulation-based Learning Laboratory,Sandisk 120gb SSD Plus,,,2049-0147,1942 5/7,,,,Cubicle 4,
721,NICER Project: Simulation-based Learning Laboratory,Sandisk 120gb SSD Plus,,,2049-0147,1942 6/7,,,,Hallway,
722,NICER Project: Simulation-based Learning Laboratory,Sandisk 120gb SSD Plus,,,2049-0147,1943    ,,,,Cubicle 3,
723,NICER Project: Simulation-based Learning Laboratory,Seagate 1T8 7200rgm Hard Drive,,,2019-0102,1885 1/7,,,,IT Room,
724,NICER Project: Simulation-based Learning Laboratory,Seagate 1T8 7200rgm Hard Drive,,,2019-0102,1885 2/7,,,,Cubicle 2,
725,NICER Project: Simulation-based Learning Laboratory,Seagate 1T8 7200rgm Hard Drive,,,2019-0102,1885 3/7,,,,Cubicle 3,
726,NICER Project: Simulation-based Learning Laboratory,Seagate 1T8 7200rgm Hard Drive,,,2019-0102,1885 4/7,,,,Cubicle 1,
727,NICER Project: Simulation-based Learning Laboratory,Seagate 1T8 7200rgm Hard Drive,,,2019-0102,1885 5/7,,,,Hallway,
728,NICER Project: Simulation-based Learning Laboratory,Seagate 1T8 7200rgm Hard Drive,,,2019-0102,1885 6/7,,,,Cubicle 4,
729,NICER Project: Simulation-based Learning Laboratory,Seagate 1T8 7200rgm Hard Drive,,,2019-0102,1886    ,,,,Hallway,
730,NICER Project: Simulation-based Learning Laboratory,Deep Cool DE600V1 Blah,,,CM2019-0299,2128 1/7,,,,Cubicle 1,
731,NICER Project: Simulation-based Learning Laboratory,Deep Cool DE600V1 Blah,,,CM2019-0299,2128 2/7,,,,Cubicle 1,
732,NICER Project: Simulation-based Learning Laboratory,Deep Cool DE600V1 Blah,,,CM2019-0299,2128 3/7,,,,Cubicle 3,
733,NICER Project: Simulation-based Learning Laboratory,Deep Cool DE600V1 Blah,,,CM2019-0299,2128 4/7,,,,IT Room,
734,NICER Project: Simulation-based Learning Laboratory,Deep Cool DE600V1 Blah,,,CM2019-0299,2128 5/7,,,,Hallway,
735,NICER Project: Simulation-based Learning Laboratory,Deep Cool DE600V1 Blah,,,CM2019-0299,2128 6/7,,,,Cubicle 4,
736,NICER Project: Simulation-based Learning Laboratory,Deep Cool DE600V1 Blah,,,CM2019-0299,2129    ,,,,Hallway,
737,NICER Project: Simulation-based Learning Laboratory,APC BX650LI-IVIS 650VA 325W UPS,,,NIH-IHPDS-2019-027,2102 1/7,,,,IT Room,
738,NICER Project: Simulation-based Learning Laboratory,APC BX650LI-IVIS 650VA 325W UPS,,,NIH-IHPDS-2019-027,2102 2/7,,,,Cubicle 1,
739,NICER Project: Simulation-based Learning Laboratory,APC BX650LI-IVIS 650VA 325W UPS,,,NIH-IHPDS-2019-027,2102 3/7,,,,IT Room,
740,NICER Project: Simulation-based Learning Laboratory,APC BX650LI-IVIS 650VA 325W UPS,,,NIH-IHPDS-2019-027,2102 4/7,,,,IT Room,
741,NICER Project: Simulation-based Learning Laboratory,APC BX650LI-IVIS 650VA 325W UPS,,,NIH-IHPDS-2019-027,2102 5/7,,,,Cubicle 2,
742,NICER Project: Simulation-based Learning Laboratory,APC BX650LI-IVIS 650VA 325W UPS,,,NIH-IHPDS-2019-027,2102 6/7,,,,IT Room,
743,NICER Project: Simulation-based Learning Laboratory,APC BX650LI-IVIS 650VA 325W UPS,,,NIH-IHPDS-2019-027,2103    ,,,,IT Room,
744,NICER Project: Simulation-based Learning Laboratory,Sandisk Flashdrive 120gb,,,NIH NICE2019-0203,2011 1/7,,,,Silver Room,
745,NICER Project: Simulation-based Learning Laboratory,Sandisk Flashdrive 120gb,,,NIH NICE2019-0203,2011 2/7,,,,Silver Room,
746,NICER Project: Simulation-based Learning Laboratory,Sandisk Flashdrive 120gb,,,NIH NICE2019-0203,2011 3/7,,,,IT Room,
747,NICER Project: Simulation-based Learning Laboratory,Sandisk Flashdrive 120gb,,,NIH NICE2019-0203,2011 4/7,,,,IT Room,
748,NICER Project: Simulation-based Learning Laboratory,Sandisk Flashdrive 120gb,,,NIH NICE2019-0203,2011 5/7,,,,IT Room,
749,NICER Project: Simulation-based Learning Laboratory,Sandisk Flashdrive 120gb,,,NIH NICE2019-0203,2011 6/7,,,,IT Room,
750,NICER Project: Simulation-based Learning Laboratory,Sandisk Flashdrive 120gb,,,NIH NICE2019-0203,2012    ,,,,IT Room,
751,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  1/17,,,,Gold Room,
752,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  2/17,,,,Cubicle 1,
753,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  3/17,,,,Silver Room,
754,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  4/17,,,,IT Room,
755,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  5/17,,,,Hallway,
756,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  6/17,,,,Conference Room,
757,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  7/17,,,,Silver Room,
758,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  8/17,,,,IT Room,
759,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994  9/17,,,,Cubicle 4,
760,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994 10/17,,,,IT Room,
761,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994 11/17,,,,IT Room,
762,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994 12/17,,,,IT Room,
763,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994 13/17,,,,IT Room,
764,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994 14/17,,,,IT Room,
765,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994 15/17,,,,IT Room,
766,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1994 16/17,,,,IT Room,
767,NICER Project: Simulation-based Learning Laboratory,HDMI (male) to HDMI (male) cable 10 meters,,,2019-0189,1995      ,,,,DOST,
768,NICER Project: Simulation-based Learning Laboratory,JBL Bar Studio,,,2019-0148,1943,,,,IT Room,
769,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ3EVEMF3Q,,NIH2020-07-21,NIH-27 1/50,,,,IT Room,
770,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGA04MF3Q,,NIH2020-07-21,NIH-27 2/50,,,,IT Room,
771,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ8QFZMF3Q,,NIH2020-07-21,NIH-27 3/50,,,,IT Room,
772,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZCNW1MF3Q,,NIH2020-07-21,NIH-27 4/50,,,,IT Room,
773,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 5/50,,,,With Staff,Ian Bemson C. Santiago
774,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 6/50,,,,IT Room,
775,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG958MF3Q,,NIH2020-07-21,NIH-27 7/50,,,,IT Room,
776,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 8/50,,,,IT Room,
777,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 9/50,,,,IT Room,
778,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZCNA1MF3Q,,NIH2020-07-21,NIH-27 10/50,,,,IT Room,
779,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ8G8TMF3Q,,NIH2020-07-21,NIH-27 11/50,,,,IT Room,
780,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ8J0MMF3Q,,NIH2020-07-21,NIH-27 12/50,,,,IT Room,
781,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ8RLBMF3Q,,NIH2020-07-21,NIH-27 13/50,,,,IT Room,
782,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG4ZVMF3Q,,NIH2020-07-21,NIH-27 14/50,,,,IT Room,
783,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGAC7MF3Q,,NIH2020-07-21,NIH-27 15/50,,,,IT Room,
784,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 16/50,,,,IT Room,
785,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGCE3MF3Q,,NIH2020-07-21,NIH-27 17/50,,,,IT Room,
786,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGG5KMF3Q,,NIH2020-07-21,NIH-27 18/50,DOST GIA-23-2316.17,,,IT Room,
787,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG8JHMF3Q,,NIH2020-07-21,NIH-27 19/50,,,,IT Room,
788,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZCPCZMF3Q,,NIH2020-07-21,NIH-27 20/50,,,,IT Room,
789,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ8H5NMF3Q,,NIH2020-07-21,NIH-27 21/50,,,,IT Room,
790,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG975MF3Q,,NIH2020-07-21,NIH-27 22/50,,,,IT Room,
791,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZCP76MF3Q,,NIH2020-07-21,NIH-27 23/50,,,,IT Room,
792,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ901SMF3Q,,NIH2020-07-21,NIH-27 24/50,,,,IT Room,
793,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 25/50,,,,IT Room,
794,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 26/50,,,,IT Room,
795,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 27/50,,,,IT Room,
796,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ4XZKMF3Q,,NIH2020-07-21,NIH-27 28/50,,,,IT Room,
797,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 29/50,,,,IT Room,
798,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 30/50,,,,IT Room,
799,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZCMLMMF3Q,,NIH2020-07-21,NIH-27 31/50,,,,IT Room,
800,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 32/50,,,,IT Room,
801,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGAMWMF3Q,,NIH2020-07-21,NIH-27 33/50,,,,IT Room,
802,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZCP4NMF3Q,,NIH2020-07-21,NIH-27 34/50,,,,IT Room,
803,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGCJMMF3Q,,NIH2020-07-21,NIH-27 35/50,,,,IT Room,
804,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG8YNMF3Q,,NIH2020-07-21,NIH-27 36/50,,,,IT Room,
805,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG3MXMF3Q,,NIH2020-07-21,NIH-27 37/50,,,,IT Room,
806,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ8T5YMF3Q,,NIH2020-07-21,NIH-27 38/50,,,,IT Room,
807,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 39/50,,,,IT Room,
808,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZCPFUMF3Q,,NIH2020-07-21,NIH-27 40/50,,,,,
809,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ39DLMF3Q,,NIH2020-07-21,NIH-27 41/50,,,,Cubicle 1,
810,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG4T9MF3Q,,NIH2020-07-21,NIH-27 42/50,,,,With Staff,
811,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ3ABGMF3Q,,NIH2020-07-21,NIH-27 43/50,,,,Cubicle 1,
812,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZG2LZMF3Q,,NIH2020-07-21,NIH-27 44/50,,,,,
813,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 45/50,,,,Cubicle 1,
814,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGFFDMF3Q/DMPZGYWLMF3Q,,NIH2020-07-21,NIH-27 46/50,,,,,
815,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGB1NMF3Q,,NIH2020-07-21,NIH-27 47/50,,,,,
816,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMQZGCMPMF3Q,,NIH2020-07-21,NIH-27 48/50,,,,,
817,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,,,NIH2020-07-21,NIH-27 49/50,,,,,
818,NICER Project: Simulation-based Learning Laboratory,Supply of Tablet 9.7 inch,DMPZ8M6PMF3Q,,NIH2020-07-21,NIH-27 50/50,,,,Cubicle 1,
819,UPM DRRM SEMI-Expendable ,Printer Epson L5290 All in one Printer,X8H5031570,,DRRMH-2022-00096,DRRMH-H-0511,,,,IT Room,
